Date_Post,Job_Title,Company_Name,Job_Link,Location,Job_Type,Work_Type,Experience_Level,Category,Skills,Job_Description,Job_Requirement
23 days ago,Cost Estimation Engineer,Integrated Façade Solution -,https://wuzzuf.net/jobs/p/KpBk2ROdpd96-Cost-Estimation-Engineer-Integrated-Façade-Solution-Cairo-Egypt,"Heliopolis, Cairo, Egypt ",Full Time,On-site,'0 - 1,Cost Estimation Engineer,Cost Estimation; Civil Engineering; Architecture; Construction; Engineering; Cost; Tendering; Civil; Cost Control,"Provide accurate and relative pricing for potential projects. 
 Align with other departments in the pre-tendering phase and execution phase.","BSC of Engineering preferred “civil – architect or construction” 
 0-1 Years Experience in Cost Estimation 
 Experience using MS. Excel"
23 days ago,HSE Manager,MATGR For Engineering And Trading -,https://wuzzuf.net/jobs/p/AmwI5uTPFy6I-HSE-Manager-MATGR-For-Engineering-And-Trading-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'3 - 7,HSE Manager,Health and Safety; HSE; Safety; Health; Safety Management; quality,"Set up procedures and policies for the protection and maintenance of safety rules and means of fire resistance and how to protect structures, individuals, work, and prevent and reduce work-related accidents. 
 Responsible for directing and coordinating the work of employees and address technical problems and ensure undergo workplace requirements and safety rules and free from scrap (Hazardous, non-hazardous) at all times. 
 The creation and preservation of documents and the activities of the special safety records and occupational health procedures and ensure maintain updated is also responsible for the inspection of the tools and fire extinguishing equipment and protection of the environment on a regular basis and regularly and ensure their validity at all times. 
 Contributes and selects the appropriate sources of supply safety equipment and means of environmental protection and fire extinguishing tools through close cooperation with the relevant departments of directors of the company. 
 Respond to the requirements of domestic and foreign regulatory authorities the necessary data and supply it with the approval of senior management. 
 Plan and manage training, instruction, and guidance to all subordinate supervisory and other employees to ensure their knowledge of proper equipment and use of accepted work processes and standards. 
 Implement ISO 45001 Health and Safety Management, ISO 14001:2004 Environmental Management.","Proven experience as a safety manager. 
 Bachelor of Science or Engineering 
 NEBOSH Certificate is an asset. 
 Familiarity with ISO 45001 Health and Safety Management and ISO 14001:2004 Environmental Management. 
 Strong organizational skills with attention to detail and a methodical approach. 
 Strong ability to communicate clearly and confidently with a range of people."
23 days ago,Internal Audit Manager,Alexandria Trading and Engineering Bureau -,https://wuzzuf.net/jobs/p/ne58h1kmYVxR-Internal-Audit-Manager-Alexandria-Trading-and-Engineering-Bureau-Alexandria-Egypt,"Smouha, Alexandria, Egypt ",Full Time,On-site,'7 - 10,Internal Audit Manager,Accounting; Administration; Business Administration; CIA; Communication skills; Finance; Compliance; Financial Analysis,"Audit Planning and Execution: 
 Develop and execute the annual internal audit plan based on a thorough understanding of risks and governance; ensure comprehensive audit coverage across all business units. 
 Team Leadership: 
 Supervise and mentor audit staff, ensuring they complete audits effectively and efficiently; provide training and development opportunities to enhance team performance. 
 Risk Assessment: 
 Identify and assess risks associated with operations, financial reporting, compliance, and IT systems; proactively recommend improvements to mitigate identified risks. 
 Reporting: 
 Prepare and present detailed audit reports to senior management and the audit committee, highlighting key findings, risks, and recommendations for improvement. 
 Follow-Up and Monitoring: 
 Ensure timely implementation of audit recommendations and monitor the effectiveness of corrective actions. 
 Stakeholder Collaboration: 
 Partner with various departments to provide insights on best practices, compliance issues, and internal control effectiveness. 
 Compliance Assurance: 
 Stay informed on regulatory requirements and industry standards; ensure the organization adheres to these in its operations. 
 Continuous Improvement: 
 Promote a culture of continuous improvement within the audit department, encouraging innovative approaches to audit methodologies and practices.","Education:Bachelor's degree in Accounting, Finance, Business Administration, or a related field. A Master's degree or professional certifications like CIA highly desirable. 
 Experience:10+ years of experience in internal auditing, with at least 2 years in a managerial role. Experience in risk management and compliance is a plus.(Freight Forwarding or logistics and transportation fields industry or related sectors is highly preferred). 
 Knowledge:Strong understanding of internal control frameworks, risk assessment methodologies, and auditing standards. 
 Analytical Skills:Excellent analytical and problem-solving skills with attention to detail. 
 Communication Skills:Strong verbal and written communication skills, with the ability to present complex information in a clear and concise manner. 
 Interpersonal Skills:Ability to build relationships and collaborate effectively with all levels of the organization."
23 days ago,Compensation and Benefits Senior Specialist,Ship & C.R.E.W  -,https://wuzzuf.net/jobs/p/w1TGRpW7f2DR-Compensation-and-Benefits-Senior-Specialist-Ship-C-R-E-W-Alexandria-Egypt,"Stanley, Alexandria, Egypt ",Full Time,On-site,'3 - 10,Compensation and Benefits Senior Specialist,Benefits; Human Resources; Compensation; Compensation and Benefits; HR; job analysis; Payroll,"Compensation & Benefits 
 Processes and implements the monthly salaries, incentive, bonus, shift calculations according to the performance metrics. 
 Controls the approval of loans in accordance to company's policy regarding employee loans. 
 Prepares monthly cost center reports and send it to accounting department. 
 Keeps records of benefits plans participation such as insurance, personnel transactions such as hires, promotions, transfers, terminations, and employee statistics for government reporting. 
 Responsible for solving employee problems regarding their salaries and all kinds of benefits. 
 Administers benefits programs such as life and health insurance, vacation, sick leaves, leave of absence and employee assistance. 
 Personnel & Employees Relations 
 Implements and maintains administrative policies and procedures to ensure effective, fair and consistent management of staff throughout the companies. 
 Coordinates investigations, disciplinary and grievance matters in conjunction with the line managers. 
 Develops and maintains effective communication practices to ensure positive relationship between employees and enables management to make effective decisions and successfully implement proposals. 
 Provides current and prospective employees with information about policies, job duties, working conditions, wages, and employee benefits. 
 Studies and presents subvention and financial or non-financial aid cases to CEO for approval. 
 Supervises and ensures that all employees hiring documents are complete and up to date","BSc degree in human resources, business administration or finance 
 Proven working experience as a Compensation and Benefits Specialist 
 Prior experience in HR practices and compensation cycle management 
 Working knowledge of job evaluation and job analysis systems 
 Adequate knowledge of current labour rules and regulations 
 Familiarity with various types of incentives and benefits"
23 days ago,Development & Delivery Manager,MOBILY INFOTECH LTD INDIA -,https://wuzzuf.net/jobs/p/Ix9u1ZlkXwnY-Development-Delivery-Manager-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt,"Cairo, Egypt ",Full Time,Remote,'10 - 15,Development & Delivery Manager,project manager; .Net; Mobile App Development,"Job Summary: 
 We are seeking an experienced Development Lead to manage our dynamic development team specializing in .NET, Web Angular, iOS Swift, and Android Kotlin. The ideal candidate will be responsible for leading and coordinating the team’s tasks, ensuring timely and high-quality delivery of projects. The Development Lead will enforce high standards in CI/CD practices, enhance quality, optimize lead time, and minimize quality issues. Additionally, the candidate must have a solid understanding of modern development standards and tools, as well as good knowledge of APM and ELK. 
 Key Responsibilities: 
 1. Team Management: 
 - Lead and manage a team of developers across various platforms including .NET, Web Angular, iOS Swift, and Android Kotlin. 
 - Assign tasks, manage workloads, and oversee project timelines to ensure timely delivery. 
 - Foster a collaborative and high-performance team environment. 
 2. Project Delivery: 
 - Coordinate with stakeholders to understand project requirements and deliverables. 
 - Ensure all development projects are completed on time, within scope, and within budget. 
 - Monitor and report on project progress, resolving any issues that arise 
 . 
 3. Quality Assurance: 
 - Implement and uphold high standards for code quality and development practices. 
 - Conduct regular code reviews and provide constructive feedback to team members. 
 - Ensure adherence to best practices in software development, including CI/CD processes. 
 4. Continuous Improvement: 
 - Identify and implement strategies to enhance lead times and minimize quality issues. 
 - Promote a culture of continuous improvement within the team. 
 - Stay updated with the latest industry trends and technologies to keep the team’s skills current. 
 5. Technical Leadership: 
 - Serve as a technical mentor and resource for the development team. 
 - Lead the design and architecture of complex software systems. 
 - Troubleshoot and resolve technical challenges as they arise. 
 6. Modern Development Standards: 
 - Ensure the team’s adherence to modern development standards and tools. 
 - Continuously evaluate and integrate new development tools and practices to improve efficiency and quality. 
 7.APM and ELK: 
 - Demonstrate good knowledge of Application Performance Management (APM) tools. 
 - Utilize ELK stack (Elasticsearch, Logstash, Kibana) for logging, monitoring, and analyzing data. 
 Responsibilities: 
 Taking extreme ownership of the entire delivery. 
 Taking steps to identify the improvements required in the code base. 
 Actively getting hands-on with the code to improve and demonstrate to fellow team members along with it. 
 Implementing design patterns wherever required. 
 Improving documentation of the codebase, taking active part with Design Team to document current implementation and future improvements. 
 Strong emphasis on following best practices and leading other developers by example. 
 Reducing Development delivery times by taking pro-active steps for the complete team so everyone benefits 
 Regularly having Technology Mentoring Sessions for junior developers 
 Reviewing PRs and making sure logging, exception handling, and edge cases are being verified in each PR. 
 Ensuring Development is according to Figma Design for the project. 
 Estimating on hourly terms for tasks being created for fellow team members 
 Development of Critical Core features 
 Development and ensuring Reusability for new code development 
 Documentation of Development done by Dev Team. 
 Ensuring no defects once QA is assigned for Testing. 
 Skills & Knowledge: 
 Certification in any programming language is a plus (Shows ability to master a certain language) 
 Must have worked with Multiple Tools & Technologies (Determines if individual is capable of learning new languages and tools on the fly) 
 Strong experience in Angular, Styling Frameworks, NPM as a whole. 
 Strong experience in Figma Conversions and worked on optimizing Frontend Codebase. 
 Strong experience in Unit Test Cases - Writing, reviewing, and mentoring. 
 Hands-On in consuming Backend APIs and identifying issues/lapses in Backend APIs responses. 
 Hands-On in Mocking Servers using any tool to be used in local development. 
 Hands-On in creating reusable components in Angular Framework 
 Hands-On in Git Flow, Branches management, and PR Reviews 
 Hands-On in incorporating Google Analytics, Firebase, and other Monitoring Tools for Frontend 
 Plus if worked on Adding Drag and Drop features in Angular Applications",No list items found in the requirements section.
23 days ago,Regulatory Affairs Specialist,Ghalioungui  -,https://wuzzuf.net/jobs/p/P56fIddrE1QH-Regulatory-Affairs-Specialist-Ghalioungui-Cairo-Egypt,"Mokattam, Cairo, Egypt ",Full Time,On-site,'2 - 3,Regulatory Affairs Specialist,Regulatory Affairs; Medical; Medical Devices; Communication skills; Affairs; regulatory; Science; Pharmacy; Communication,"Regulatory Submissions 
 : 
 Prepare, review, and submit regulatory documents (e.g., product registration, licensing applications, variations, renewals) to local and international regulatory bodies (such as Egypt’s Ministry of Health, Egyptian Drug Authority, etc.). 
 Ensure timely and accurate submission of regulatory documentation. 
 Follow up on the status of regulatory submissions and respond to any requests for additional information or clarification from regulatory authorities. 
 Regulatory Compliance 
 : 
 Ensure that products and processes comply with applicable regulatory requirements and standards. 
 Documentation and Reporting 
 : 
 Maintain a system for tracking regulatory submissions, approvals, and correspondence. 
 Prepare regulatory reports and presentations for management and other stakeholders.","Bachelor's degree in any medical qualification. 
 2-3 years of experience in regulatory affairs. 
 Strong knowledge of local regulatory guidelines and standards (such as the Egyptian Ministry of Health, Egyptian Drug Authority) for medical devices. 
 Excellent written and verbal communication skills. 
 Strong attention to details and organizational skills. 
 Ability to manage multiple projects and meet deadlines. 
 Ability to work independently and as a part of a team."
23 days ago,Talent Manager,AFI FOOD -,https://wuzzuf.net/jobs/p/Yyh7CtzxzaP3-Talent-Manager-AFI-FOOD-Cairo-Egypt,"Obour City, Cairo, Egypt ",Full Time,On-site,'7 - 10,Talent Manager,Recruitment; Talent acquisition; Sourcing; Selection; Human Resources,"Determine current staffing needs and produce forecasts 
 Develop talent acquisition strategies and hiring plans 
 Lead employment branding initiatives 
 Perform sourcing to fill open positions and anticipate future needs 
 Plan and conduct recruitment and selection processes (interviews, screening calls etc.) 
 Take steps to ensure positive candidate experience 
 Assist in employee retention and development 
 Supervise recruiting personnel 
 Organize and/or attend career fairs, assessment centers or other events 
 Use metrics to create reports and identify areas of improvement","Proven experience as talent acquisition manager 
 Experience in full-cycle recruiting, sourcing and employment branding 
 Understanding of all selection methods and techniques 
 Proficient in the use of social media and job boards 
 Willingness to understand the duties and competencies of different roles 
 Working knowledge of Applicant Tracking Systems (ATS) and databases 
 Excellent communicator 
 Well-organized 
 A leader and strategic thinker 
 BSc/BA in business administration, human resources or relevant field"
23 days ago,Organizational Development Specialist,(MSA) October University -,https://wuzzuf.net/jobs/p/hLFhrReCZBVK-Organizational-Development-Specialist-MSA-October-University-Giza-Egypt,"6th of October, Giza, Egypt ",Full Time,On-site,'2 - 4,Organizational Development Specialist,HR; OD; Performance Management System (PMS); Organization Structure; HR Policies; Competency Framework; English,"Create, update job descriptions and conduct job evaluation and grading to determine appropriate salary levels according to compensation guidelines. 
 Conduct organization needs analysis to develop the appropriate organization development plans and programs. 
 Design and deliver OD change management strategies, processes, interventions, and business optimization projects. 
 Design departments’ organizational structure and charts in line with department heads and update organization charts regarding; promotions, transfers, and newly hired employees. 
 Develop, update the University core and leadership competency framework, create and update technical competencies for positions. 
 Work closely with Recruitment, Learning, and Development to carry out competency framework in related hiring, development, and promotion needs. 
 Create, update, and develop human resources policies and employee handbook. 
 Provide consultancy to all levels of employees including; policies, procedures, grievance resolution, and compliance. 
 Support initiatives related to employee engagement, workplace culture, and leadership development. 
 Contribute to designing, developing, and implementing succession planning programs. 
 Support performance management implementation process as required.","Bachelor's Degree from a reputable university. 
 Human Resources Certificate/Diploma is a plus. 
 Fluent English Language. 
 Excellent communication skills. 
 More than 3 years in the OD field. 
 Excellent Business writing skills. 
 Excellent command of using Microsoft package “PowerPoint, Word, and Excel”. 
 Good Administration skills."
23 days ago,Call Center Executive,NBK Bank -,https://wuzzuf.net/jobs/p/mSNlZ06p3RhQ-Call-Center-Executive-NBK-Bank-Cairo-Egypt,"New Cairo, Cairo, Egypt ",Full Time,On-site,'0 - 1,Call Center Executive,Call Center; Communication; computer; Customer; Leadership; Customer Service; Customer Support; Customer Care,"Assist in the formulation of targets for individuals and teams 
 Hire and onboard new employees 
 Answer questions from staff and provide guidance and feedback 
 Anticipate escalation and take over calls when needed 
 Devise ways to optimize procedures and keep staff motivated 
 Measure performance with key metrics such as call abandonment, calls waiting etc. 
 Ensure adherence to policies for attendance, established procedures etc. 
 Keep management informed on issues and problems 
 Prepare monthly/annual results and performance reports","Proven experience as call center supervisor or similar supervisory position 
 Experience in customer service is essential 
 Proficient in English; Good knowledge of additional languages will be a definite plus 
 Working knowledge of MS Office 
 Tech savvy with knowledge of telephone equipment and relevant computer programs 
 Knowledge of performance evaluation procedures 
 Outstanding communication and negotiation abilities 
 A results-oriented approach 
 Excellent organizational and leadership skills 
 Ability to work under pressure 
 High school diploma"
23 days ago,Sales Representative,Elev8Assessments -,https://wuzzuf.net/jobs/p/NESrf7vopGI7-Sales-Representative-Elev8Assessments-Cairo-Egypt,"Maadi, Cairo, Egypt ",Part Time,Hybrid,'2 - 5,Sales Representative,Sales; Marketing; business; Customer Service,"Elev8 Assessments is a leading provider of HR Solutions across the MENA region. We help businesses make data-driven hiring and development decisions through innovative HR solutions. 
 We are looking for a Sales rep to join our team. If you’re passionate about sales, HR technology, and building client relationships, this role is for you! 
 Role Overview 
 As a Sales Executive, you will be responsible for identifying new business opportunities, managing client relationships, and driving sales of our HR assessment solutions. You’ll work closely with HR professionals, recruiters, and business leaders to understand their needs and offer tailored solutions. 
 Responsibilities 
 • Develop and implement sales strategies to increase revenue and market share in the region. 
 • Establish and maintain relationships with key customers and partners. 
 • Monitor and analyze market trends and customer needs. 
 • Develop and execute promotional activities to increase sales. 
 • Prepare and present sales reports to management. 
 • Negotiate contracts and pricing with customers. 
 • Ensure customer satisfaction. 
 • Maintain up-to-date knowledge of products and services. 
 • Participate in trade shows and other marketing events.",No list items found in the requirements section.
23 days ago,Social Worker for National School at Madinaty,Confidential -,https://wuzzuf.net/jobs/p/WwOGOuiEta4m-Social-Worker-for-National-School-at-Madinaty-Cairo-Egypt,"Madinaty, Cairo, Egypt ",Full Time,On-site,'1 - 4,Social Worker for National School at Madinaty,Communication; Education; Psychology; Social Work,"Assess student needs through observations, interviews, and assessments 
 Provide individual and group counseling for students facing personal, social, or academic challenges 
 Develop intervention plans to support students' emotional and behavioral well-being 
 Advocate for students' rights and access to resources 
 Collaborate with teachers, administrators, and parents to improve student outcomes 
 Address attendance issues and work to reduce truancy 
 Connect families with community services such as mental health support, food assistance, and housing 
 Conduct crisis intervention and support students dealing with trauma or significant life changes 
 Implement programs to promote positive school climate and social-emotional learning 
 Maintain case records and documentation in compliance with school policies and regulations","Previous experience as a social school worker for KG and primary Stages. 
 Degree in Social Work or Psychology; Master’s is a plus. 
 Strong communication, problem-solving, and advocacy skills 
 Knowledge of educational systems and community resources"
24 days ago,Senior Estimator,El Seif Engineering Contracting Company -,https://wuzzuf.net/jobs/p/g/Pnmz1eIbSrWQ-Senior-Estimator-El-Seif-Engineering-Contracting-Company-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,Senior Estimator,Civil Engineering; Engineering; Construction; Tendering; Mechanical Engineering; Architecture; Estimation,"Job Title 
 Senior Estimator 
 Job Code 
 ESEC-TEN-SP-001 
 Function 
 Tendering 
 Head Office / BU 
 Head Office / Business Unit 
 Grade 
 11/3 to 12/3 
 Location 
 TBD 
 Reports To 
 Lead Estimator 
 Direct Reports 
 Estimator 
 Creation Date 
 16/07/2014 
 1. 
 Job Purpose 
 The main purpose of the Senior Estimator’s job is to execute estimation work in an accurate and timely manner and a per ESEC’s policies 
 2. 
 Principal Accountabilities 
 Responsible for all estimation works related to one or more divisions within the Tendering Department 
 Manages a team of Estimators and Quantity Surveyors to ensure the timely delivery and accuracy of tendering jobs 
 Allocates work tasks to the estimation team 
 Controls the outputs of the estimation team (quantity takeoffs, packages, etc.) 
 Evaluates and/or develops construction labor rates 
 Attends external events related to estimation (e.g. pre-bid conferences, site visits, etc.) 
 Discusses all ambiguous areas with the Lead Estimator and BU Tendering Manager 
 Conducts research and analyzes estimates of materials, time, and labor costs for project 
 Prepares and analyzes project cost for tenders 
 Manages the estimation database and insures all tender prices are recorded 
 Contributes to risk assessment, cost reduction studies, and the identification of alternatives 
 Coordinates with the Engineering, RFQ team, Operations, and other departments involved in the preparation of the proposal 
 Contributes to the institutionalization of tendering know-how in his areas of specialty 
 Provides support for the professional development (including training) of direct reports 
 3. 
 Communications and Working Relationships 
 Reports to and supports the Lead Estimator with all issues related to tendering 
 Coordinates closely with all Corporate Functions (e.g. Procurement, PMV, Contracts & Commercial, etc.) to ensure their effective contribution during the proposal preparation 
 Manages relations with external parties which provide services that feed into the proposal preparation 
 Interacts with and manages direct reports and operational issues on a daily basis 
 4. 
 Knowledge, Skills, and Experience 
 Bachelor in Engineering, Masters preferred 
 Minimum 10 years experience in Tendering in a comparable sized operation to ESEC 
 Experience in the Middle East is a strong plus 
 Excellent writing and IT skills 
 Excellent numerical skills and attention to details 
 Fluent in English and preferably Arabic language 
 5. 
 Physical Requirements of the Job 
 NA 
 Statements in this Job Description are intended to reflect, in general, the duties and responsibilities 
 of the position, but are not to be interpreted as exhaustive",Job Requirements not found.
24 days ago,J17108 - Primary Teachers - Riyadh - August 2025,Edvectus -,https://wuzzuf.net/jobs/p/g/pn9T95ID5hz1-J17108---Primary-Teachers---Riyadh---August-2025-Edvectus-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,J17108 - Primary Teachers - Riyadh - August 2025,teachers; saudi; teaching; qualifications; salary,"Primary Teachers for August 2025 
 Salary: Tax Free per month AED13000-16000 depending on qualifications and experience 
 Housing Allowance: Included in the salary 
 Other Benefits: Annual Flights and Medical Insurance 
 Location: Riyadh Saudi Arabia 
 Start Date: August 2025 
 Positions: Grade 1, 3, 4 and 5 
 Curriculum: PYP 
 Applicants need a Bachelors Degree in their subject / teaching area, preferably with relevant experience. 
 Better suited for single or married teaching couples.",Job Requirements not found.
24 days ago,Teaching Assistant for Computer Science,Carnegie Mellon University -,https://wuzzuf.net/jobs/p/g/3swVkt2ak8Fk-Teaching-Assistant-for-Computer-Science-Carnegie-Mellon-University-Doha-Qatar,"Doha, Qatar ",Full Time,None,'Not specified,Teaching Assistant for Computer Science,Education; Computer Science; Computer Engineering; Information Technology (IT); Teaching; Teacher; Tutor,"Carnegie Mellon University in Qatar invites applications for one or more teaching assistant positions. These positions are designed for candidates who are interested in enhancing their teaching portfolio, along with their research portfolio, to be better prepared for future academic positions. The positions expect candidates to start working in August 2025. 
 Responsibilities include supporting three to four undergraduate courses per year, holding recitations/office hours, working closely with students, and supporting our general educational mission. 
 We are particularly interested in candidates in the areas of Computer Systems. Outstanding candidates in other areas are also encouraged to apply. 
 Qualifications 
 Have completed a bachelor’s degree in computer science or related fields by the time of being hired. 
 Strong communication and interpersonal skills. 
 Application instructions 
 Application reviews will begin on March 1st, but they will be accepted until the position is filled. Candidates must submit their applications electronically, containing: 
 CV 
 Statement of interest 
 About CMU in Qatar 
 CMU in Qatar (CMUQ) operates in concert with several other American and European branch campuses under the umbrella of Qatar Foundation’s Education City (https://www.qf.org.qa/education/education-city). The branch campus closely follows the admissions requirements and English language curriculum of the home campus in Pittsburgh, USA which awards all degrees. The several thousand students in the Education City are a broad mix of nationalities, but primarily from the Middle East, North Africa, and South Asia. CMUQ’s faculty is a mix of professionals hired specifically for this campus and seconded by faculty from the main campus. CMUQ’s primary focus is undergraduate education in Business Administration, Biological Sciences, Computer Science, and Information Systems. 
 Our Commitment to Diversity, Equity, and Inclusion 
 Carnegie Mellon University is an equal opportunity employer and is committed to increasing the diversity of its community on a range of intellectual, cultural, and social dimensions. Carnegie Mellon welcomes faculty applicants who will contribute to this diversity through their research, teaching, and service, including women, members of minority groups, protected veterans, individuals with disabilities, and others who would contribute in different ways. 
 Joining the CMU team opens the door to an array of exceptional benefits. 
 Benefits eligible employees enjoy a wide array of benefits including 
 comprehensive medical, prescription, dental, and vision insurance 
 as well as a generous 
 retirement savings program 
 with employer contributions. Unlock your potential with 
 tuition benefits 
 , take well-deserved breaks with ample 
 paid time off 
 and observed 
 holidays 
 , and rest easy with life and accidental death and disability insurance. 
 Additional perks include a free Pittsburgh Regional Transit bus pass, access to our 
 Family Concierge Team 
 to help navigate childcare needs, 
 fitness center access 
 , 
 and much more! 
 For a comprehensive overview of the benefits available, explore our 
 Benefits page 
 . 
 At Carnegie Mellon, we value the whole package when extending offers of employment. Beyond credentials, we evaluate the role and responsibilities, your valuable work experience, and the knowledge gained through education and training. We appreciate your unique skills and the perspective you bring. Your journey with us is about more than just a job; it’s about finding the perfect fit for your professional growth and personal aspirations. 
 Are you interested in an exciting opportunity with an exceptional organization?! Apply today! 
 Location 
 Doha, Qatar 
 Job Function 
 Instructional Staff - Academic 
 Position Type 
 Adjunct (Fixed Term) 
 Full Time/Part time 
 Full time 
 Pay Basis 
 Salary 
 More Information: 
 Please visit 
 “Why Carnegie Mellon” 
 to learn more about becoming part of an institution inspiring innovations that change the world. 
 Click here to view a listing of employee benefits 
 Carnegie Mellon University is an Equal Opportunity 
 Employer/Disability/Veteran 
 . 
 Statement of Assurance",Job Requirements not found.
24 days ago,Engineer - Site (MEP),El Seif Engineering Contracting Company -,https://wuzzuf.net/jobs/p/g/pdFi0Nj7D29f-Engineer---Site-MEP-El-Seif-Engineering-Contracting-Company-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,Engineer - Site (MEP),Engineering; Information Technology (IT); Computer Science; Software Development; Software Engineering; Computer Engineering; Mechanical Engineering,New hiring,Job Requirements not found.
24 days ago,Senior Report Developer,El Seif Engineering Contracting Company -,https://wuzzuf.net/jobs/p/g/VUO3LGclb2NA-Senior-Report-Developer-El-Seif-Engineering-Contracting-Company-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,Senior Report Developer,Information Technology (IT); Computer Science; Software Development; javaScript; Software Engineering; CSS; HTML,"Senior Report Developer 
 Riyadh Province - Saudi Arabia 
 About El Seif: 
 Building the Future - One Project at a Time! 
 Excellence, Integrity and, Innovation - every step of the way. 
 At El Seif, we embrace and embody our core values of excellence, integrity, and innovation in every aspect of our work from meticulous planning to expert construction, we consistently uphold the highest standards of excellence, ensuring that our projects are delivered with precision and attention to detail. With half a century of diverse experiences across a wide range of industries, ranging from public infrastructure to military and defense applications, we have honed our expertise and gained indispensable insights that enable us to tackle complex challenges and maintain our standard of delivering exceptional results. Our forward-thinking approach sets us apart as a trusted partner in the construction industry. By continuously pushing the boundaries of innovation, we strive to pioneer the future of construction, creating sustainable and impactful solutions that leave a lasting legacy. 
 Major Responsibilities: 
 · 
 Develop new reports using SSRS or Power BI 
 · 
 Analyze and troubleshoot technical issues related to existing reporting 
 · 
 Troubleshoot data issues, validate result sets, recommend and implement process improvements 
 · 
 Assist with creating reporting models, architectures, frameworks, and strategies based on business requirements 
 · 
 Develop technical solutions to support and streamline data reporting requests 
 · 
 Contribute to the development lifecycle including gathering and understanding of requirements, database and report development using SQL Server 2008 Business Intelligence Development tools 
 · 
 Work with Business Analysts and functional teams to identify reporting needs and solutions 
 · 
 Work with other teams to understand business rules and interpret data 
 Knowledge, Skills, Competencies and Experience: 
 · 
 Minimum 5-10 years’ experience of SQL Development 
 · 
 Minimum 3-5 years’ experience building Tabular models with Excel PowerPivot or Microsoft Analysis Services 
 · 
 Experience with Microsoft SSIS, SSAS preferred 
 · 
 Experience writing MDX queries preferred 
 · 
 Experience with Power BI or Tableau preferred 
 · 
 Experience with Power Query preferred 
 · 
 Experience with reporting models, table functions, and stored procedures preferred 
 · 
 Experience working with data warehousing concepts, terminology and architecture preferred 
 · 
 Knowledge of building dashboard, scorecards, and KPIs preferred 
 · 
 Strong analytical skills 
 · 
 Strong communication and team working skills 
 · 
 Logical thinking 
 · 
 Problem solving skills.",Job Requirements not found.
24 days ago,Engineer - Planning (site),El Seif Engineering Contracting Company -,https://wuzzuf.net/jobs/p/g/uj0lpR9IBUlm-Engineer---Planning-site-El-Seif-Engineering-Contracting-Company-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,Engineer - Planning (site),Engineering; Information Technology (IT); Computer Science; Software Development; Software Engineering; Computer Engineering; Mechanical Engineering,New hiring.,Job Requirements not found.
24 days ago,End User Support Specialist,El Seif Engineering Contracting Company -,https://wuzzuf.net/jobs/p/g/6mlPqds5ewiy-End-User-Support-Specialist-El-Seif-Engineering-Contracting-Company-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,End User Support Specialist,information technology (it); computer science; software development; engineering; hiring,New hiring.,Job Requirements not found.
24 days ago,Engineer - Site (C&A),El Seif Engineering Contracting Company -,https://wuzzuf.net/jobs/p/g/DnceGKyVu6Pj-Engineer---Site-CA-El-Seif-Engineering-Contracting-Company-Riyadh-Saudi-Arabia,"Riyadh, Saudi Arabia ",Full Time,None,'Not specified,Engineer - Site (C&A),Engineering; Information Technology (IT); Computer Science; Software Development; Software Engineering; Computer Engineering; Mechanical Engineering,New hiring,Job Requirements not found.
